CONTROL_NUMBER,DONOR_AGE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,RECENT_STAR_STATUS,TARGET_B,MONTHS_SINCE_ORIGIN,IN_HOUSE,PEP_STAR,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_AVG_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LAST_GIFT_AMT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PCT_VIETNAM_VETERANS,PER_CAPITA_INCOME,_NAME_,causes donated to last year,familiarity with programs,willingness to recommend
119615,43,S,1,15,U,M,4,0,0,29,0,0,N,1,0,0,0,,5,12,20,1,20,0,20,22,22,,693,383,73,52,14223,survey_value,2,1,7
119620,,C,1,24,U,M,,0,0,29,0,0,A,3,11.5,4,2,15,10,23,46,4,11.5,6,16,15,29,,904,117,12,32,10892,survey_value,0,0,5
119624,,C,2,27,H,M,4,0,0,41,0,0,A,3,10.33,3,1,15,13,35,46,5,9.2,6,11,15,41,,521,264,74,47,13556,survey_value,2,2,7
119633,37,S,1,11,H,M,7,0,0,77,0,0,A,2,15.5,2,0,19,16,40,39,4,9.75,18,10,19,68,,952,445,61,57,18921,survey_value,1,1,6
119635,40,C,2,25,U,F,5,0,0,77,0,0,E,1,13.5,2,1,15,19,52,92,9,10.22,10,15,15,77,6,686,249,16,92,12897,survey_value,0,0,5
119636,57,S,1,13,H,F,5,0,0,77,0,1,A,2,9.67,3,3,21,18,48,65,10,6.5,13,15,21,72,,896,500,96,46,18524,survey_value,0,0,5
119650,63,C,3,30,H,F,3,0,0,17,0,0,N,2,50,1,0,19,7,18,100,2,50,0,50,18,19,,396,241,68,35,9338,survey_value,3,2,8
119664,,T,1,34,U,M,,1,0,53,0,1,S,4,25.83,6,4,20,16,47,231,11,21,25,25,20,53,8,1366,594,74,50,30683,survey_value,5,4,10
119686,37,T,2,40,U,M,3,0,0,17,0,0,F,1,25,1,1,16,6,14,25,1,25,0,25,16,16,,554,321,78,40,11501,survey_value,3,3,8
119693,29,T,2,40,H,F,5,0,0,41,0,0,A,2,13,3,1,22,15,36,55,5,11,12,17,22,45,7,541,386,89,28,13249,survey_value,4,4,9
119696,40,T,2,39,H,M,3,3,0,113,0,1,A,1,20,2,0,19,26,64,116,12,9.67,17,20,19,105,6,555,335,89,66,10318,survey_value,2,1,7
119733,39,C,2,27,H,M,6,0,0,29,0,0,A,1,15,2,0,18,9,22,30,2,15,10,20,18,31,,1413,654,96,51,24308,survey_value,3,2,8
119744,57,C,1,24,H,F,5,1,0,77,0,1,S,3,9,5,4,19,22,56,151,18,8.39,7,9,19,68,8,641,420,84,55,12884,survey_value,5,4,10
119746,56,C,1,24,H,F,3,0,0,77,0,0,A,2,0,0,0,,21,58,232,8,29,17,35,23,67,8,891,513,90,62,17656,survey_value,2,2,7
119799,40,T,2,40,H,M,5,0,0,17,0,0,F,1,15,1,0,16,5,13,15,1,15,0,15,16,16,,920,392,81,36,16676,survey_value,2,1,7
119801,37,T,2,40,U,F,,0,1,53,0,0,A,2,19,3,2,20,18,46,88,6,14.67,20,17,20,52,6,873,422,81,42,15800,survey_value,0,0,5
119821,,R,2,43,U,M,,0,0,17,0,0,N,2,10,2,2,15,6,15,20,2,10,10,15,15,21,,383,215,85,23,11261,survey_value,3,2,8
119830,,R,2,48,U,M,1,0,1,137,0,1,A,1,10,1,1,16,26,63,207,18,11.5,17,10,16,128,3,360,251,77,19,9747,survey_value,0,0,5
119843,85,R,2,45,U,F,1,0,1,101,0,0,A,1,15,1,1,24,24,63,100,7,14.29,15,15,24,93,1,417,185,52,35,10294,survey_value,1,1,6
119848,30,T,2,36,U,M,5,0,0,17,0,0,F,1,25,1,1,16,6,14,25,1,25,0,25,16,16,,413,236,72,27,11710,survey_value,3,3,8
119854,47,T,2,36,U,M,3,0,0,29,0,1,A,3,6.75,4,1,19,11,28,31,5,6.2,6,10,19,31,,532,290,77,27,12226,survey_value,0,0,5
119855,45,T,2,36,H,F,3,0,0,41,0,0,A,3,9,3,2,20,13,34,32,4,8,6,11,20,41,,275,123,54,29,8992,survey_value,5,4,10
119861,62,T,2,36,U,M,7,3,1,89,0,1,A,1,0,0,0,,24,57,151,10,15.1,15,15,18,88,3,456,230,70,29,11722,survey_value,3,3,8
119868,84,T,1,35,H,F,7,1,1,125,0,1,S,2,9.25,4,3,21,28,70,146,14,10.43,11,10,21,119,7,696,409,91,24,18427,survey_value,3,2,8
119902,75,R,3,53,H,M,2,1,1,41,0,1,S,3,10,5,2,24,13,28,80,8,10,0,10,18,41,,321,170,81,28,9720,survey_value,0,0,5
119906,73,R,3,53,U,M,3,1,0,137,0,1,S,2,13.33,3,3,21,31,72,130,14,9.29,12,15,21,129,1,349,203,82,43,9712,survey_value,3,3,8
119915,61,T,1,35,H,M,7,0,0,101,0,0,A,1,15,2,0,19,21,53,59,6,9.83,10,15,19,101,,1057,399,86,38,17085,survey_value,1,0,6
119923,,R,3,51,U,F,,0,0,17,0,0,F,1,25,1,1,16,6,14,25,1,25,0,25,16,16,,697,396,75,48,15626,survey_value,3,3,8
119937,44,R,2,45,U,M,1,0,0,41,0,0,A,3,8.6,5,2,15,15,35,55,7,7.86,4,10,15,45,,422,252,78,32,11002,survey_value,3,3,8
119944,,C,3,30,U,M,,0,0,17,0,0,F,1,15,1,1,18,5,12,15,1,15,0,15,18,18,,279,148,54,51,8580,survey_value,4,3,9
119966,64,T,3,41,H,F,2,0,1,125,0,1,A,1,11,1,1,19,27,70,137,17,8.06,6,11,19,121,3,321,225,69,27,9372,survey_value,3,2,8
119973,81,T,2,36,H,M,2,0,0,53,0,0,A,2,9.33,3,3,22,17,42,83,7,11.86,20,13,22,52,5,499,287,82,28,13815,survey_value,0,0,5
119974,64,C,3,30,H,F,2,0,0,101,0,1,A,1,11,4,4,24,24,54,124,9,13.78,20,15,24,93,2,331,216,51,39,9104,survey_value,1,1,6
119978,39,T,2,39,U,M,4,0,1,29,0,0,A,3,9.5,4,0,15,11,28,49,6,8.17,5,10,15,32,,488,211,24,66,9244,survey_value,0,0,5
119982,45,C,3,31,U,F,2,0,0,101,0,0,A,2,12.5,2,1,26,25,58,100,8,12.5,10,15,26,96,,225,99,25,0,4465,survey_value,2,2,7
119989,71,C,1,24,H,M,5,0,0,41,0,1,A,4,5.25,8,4,18,15,34,51,10,5.1,3,5,18,41,,729,456,89,34,17357,survey_value,1,0,6
120022,43,T,1,35,H,F,4,0,1,29,0,0,A,2,10,3,1,22,9,24,30,3,10,10,10,22,32,,825,564,92,58,19618,survey_value,4,4,9
120032,47,R,2,45,U,F,2,0,0,77,0,0,A,1,15,1,0,19,11,30,35,3,11.67,5,15,19,77,2,553,299,75,28,12789,survey_value,5,4,10
120037,,R,2,45,U,F,,0,0,89,0,1,A,3,5.5,6,2,15,25,53,82,15,5.47,4,5,15,88,,431,244,81,29,12870,survey_value,0,0,5
120041,38,T,2,36,H,F,5,1,1,65,0,1,S,3,7,3,1,20,16,43,44,7,6.29,7,10,18,64,,442,252,87,43,12929,survey_value,0,0,5
120045,,R,3,53,U,M,,0,0,17,0,0,F,1,20,1,1,16,6,14,20,1,20,0,20,16,16,,239,151,75,19,8990,survey_value,2,1,7
120050,,R,2,45,U,M,2,0,1,17,0,0,F,1,15,1,1,19,5,12,15,1,15,0,15,19,19,,281,209,74,41,11808,survey_value,5,4,10
120060,74,T,3,41,H,F,2,0,0,89,0,0,A,2,14.33,3,2,20,19,48,55,8,6.88,18,20,20,78,1,225,172,68,32,7934,survey_value,0,0,5
120066,49,T,2,36,H,F,5,0,0,41,0,0,A,1,17,1,1,21,11,33,32,2,16,2,17,21,45,,523,263,73,29,12648,survey_value,3,2,8
120079,,R,2,44,U,M,3,0,0,125,0,1,A,2,15,2,1,18,23,63,115,9,12.78,10,15,18,119,,712,291,75,25,13526,survey_value,1,1,6
120089,67,R,2,45,U,F,5,0,1,53,0,0,A,1,11,2,1,23,12,32,27,3,9,10,15,23,52,,419,245,68,32,11062,survey_value,5,4,10
120107,79,R,3,53,U,M,7,1,1,137,0,1,S,3,30,1,1,21,31,75,217,12,18.08,25,30,21,123,4,225,157,75,25,8947,survey_value,5,4,10
120115,27,R,3,53,U,M,1,0,1,77,0,0,A,2,43.75,4,3,24,22,56,327,8,40.88,25,50,24,68,1,274,154,66,21,8881,survey_value,3,3,8
120122,85,R,2,45,U,M,2,1,0,137,0,1,S,3,10.4,5,2,15,32,72,185,24,7.71,11,11,15,126,1,257,176,77,24,9506,survey_value,5,4,10
120128,62,R,2,45,U,F,5,0,1,29,0,0,A,1,14,2,1,19,9,21,28,2,14,2,15,19,28,,417,277,73,11,10308,survey_value,4,4,9
120135,73,R,2,45,U,F,6,0,0,65,0,0,A,2,14,2,2,21,18,48,69,6,11.5,10,15,21,63,2,379,161,73,26,8630,survey_value,5,4,10
120145,,R,2,49,H,M,5,0,1,113,0,1,A,2,13.67,3,1,19,27,62,104,10,10.4,22,25,17,112,4,548,265,83,30,12579,survey_value,3,2,8
120147,67,R,3,53,U,M,3,0,0,29,0,0,A,3,9.33,3,2,16,10,25,38,4,9.5,3,11,16,28,,263,175,78,18,9497,survey_value,0,0,5
120149,81,R,3,53,U,M,1,0,0,113,0,0,A,1,16,2,1,22,25,66,123,10,12.3,11,16,22,105,2,263,175,78,18,9497,survey_value,0,0,5
120150,49,R,3,53,U,M,3,1,0,77,0,1,S,2,10.5,2,1,20,23,59,88,10,8.8,17,11,20,75,1,297,163,78,21,10444,survey_value,2,1,7
120166,71,R,3,53,H,F,2,4,1,125,0,1,A,1,11,2,1,24,27,65,129,14,9.21,7,12,24,125,1,289,171,77,25,9765,survey_value,5,4,10
120182,48,C,2,27,H,M,6,0,0,41,0,0,A,3,25,3,1,15,13,34,80,4,20,25,30,15,44,,469,309,57,55,13578,survey_value,0,0,5
120189,,T,2,36,H,M,5,0,1,137,0,1,A,1,25,1,1,25,30,67,155,8,19.38,15,25,25,122,0,492,244,79,32,10818,survey_value,1,1,6
120197,73,T,2,40,U,M,5,0,0,41,0,0,A,4,9.67,6,3,15,14,34,63,7,9,7,12,15,41,,948,451,84,47,16732,survey_value,1,1,6
120203,62,R,2,46,U,F,,0,1,89,0,0,A,1,18.33,3,1,26,13,32,70,5,14,20,20,26,79,7,567,334,86,12,17087,survey_value,5,4,10
120206,75,T,1,34,H,M,5,0,0,113,0,0,A,2,10.5,2,2,15,22,56,71,8,8.88,15,10,15,112,8,738,358,54,38,24062,survey_value,3,3,8
120209,55,T,3,41,U,M,2,0,0,29,0,1,A,4,10,4,3,19,10,24,66,6,11,15,20,18,29,,0,0,0,0,0,survey_value,1,1,6
120220,71,C,3,30,H,F,2,4,0,53,0,1,A,1,15.67,3,3,23,17,40,57,5,11.4,25,30,23,53,1,375,150,49,31,7955,survey_value,0,0,5
120224,70,C,3,30,H,F,2,5,1,125,0,1,A,1,7.5,4,3,17,28,69,108,27,4,10,12,17,122,5,391,282,57,28,11352,survey_value,1,1,6
120249,63,R,1,42,H,F,3,0,1,101,0,1,A,1,20,1,0,24,23,53,97,9,10.78,15,20,24,90,7,700,357,86,42,15428,survey_value,2,2,7
120265,,R,3,53,U,U,,1,1,137,0,1,S,4,3.4,5,4,21,30,69,61,19,3.21,4,6,18,130,,352,150,67,20,8222,survey_value,5,4,10
120274,62,T,2,39,H,F,6,0,0,29,0,0,N,1,20,1,1,24,6,15,20,1,20,0,20,24,24,,575,254,45,38,10304,survey_value,3,2,8
120291,66,T,2,39,U,M,,1,0,77,0,1,S,4,6.17,6,4,17,24,57,87,16,5.44,4,6,17,66,3,563,250,53,51,9693,survey_value,4,3,9
120296,61,T,2,39,H,F,5,0,0,113,0,1,A,1,20,1,1,20,25,61,119,15,7.93,15,20,20,105,,575,254,45,38,10304,survey_value,3,2,8
120298,40,T,2,39,H,F,2,0,0,137,0,0,A,2,23.33,3,2,20,29,65,110.25,10,11.03,23.75,25,20,127,2,648,298,58,56,11373,survey_value,2,2,7
120301,75,T,2,39,H,M,6,1,0,137,0,1,S,4,4.5,8,5,17,32,79,117,28,4.18,4,4,17,130,3,575,254,45,38,10304,survey_value,1,1,6
120313,42,T,2,36,H,F,2,0,0,65,0,0,A,1,16,2,1,17,19,48,67,8,8.38,18,20,17,64,4,417,225,67,35,10332,survey_value,2,1,7
120366,45,T,2,39,H,M,5,0,1,29,0,1,A,4,6.67,6,3,17,11,29,40,6,6.67,9,10,17,33,,914,445,84,53,22258,survey_value,5,4,10
120384,,T,2,39,U,M,,0,0,17,0,0,F,1,25,1,1,21,7,17,25,1,25,0,25,21,21,,0,0,0,0,0,survey_value,2,2,7
120394,25,T,2,39,H,M,5,0,0,41,0,0,A,1,13.67,3,2,17,15,36,46,4,11.5,20,25,17,44,,1195,397,56,14,17802,survey_value,4,4,9
120398,74,C,3,32,H,M,1,0,0,89,0,0,A,3,10,4,3,17,22,57,80,12,6.67,5,10,17,89,3,457,170,52,41,7079,survey_value,3,2,8
120408,41,?,?,,U,F,3,0,0,41,0,0,A,2,17.5,4,1,19,10,23,70,4,17.5,15,25,19,35,,819,259,53,0,11565,survey_value,4,3,9
120419,,R,2,45,H,M,2,0,0,29,0,0,A,1,12.5,2,2,16,9,23,25,2,12.5,15,20,16,29,,424,191,69,37,9719,survey_value,0,0,5
120432,,R,2,45,U,M,,0,0,41,0,1,A,3,6.43,7,6,23,17,40,80,13,6.15,7,5,23,45,3,334,206,81,0,9888,survey_value,4,3,9
120449,73,T,3,41,U,F,1,0,0,17,0,0,F,1,25,1,1,21,7,16,25,1,25,0,25,21,21,,491,267,82,0,11184,survey_value,5,4,10
120453,67,T,3,41,H,F,2,0,0,53,0,0,A,1,16,2,0,18,17,41,48,4,12,12,17,18,52,0,330,139,71,16,7128,survey_value,3,3,8
120456,75,T,2,37,H,M,5,0,0,113,0,1,A,1,10,1,0,17,26,67,183,19,9.63,10,10,17,104,6,464,291,81,22,12483,survey_value,2,2,7
120461,53,R,2,49,U,F,3,0,1,77,0,0,A,2,19,2,0,18,15,36,82,5,16.4,7,20,18,75,6,547,309,78,31,11973,survey_value,3,2,8
120463,37,R,2,45,H,M,5,1,0,77,0,1,S,4,6.43,7,6,17,22,56,92,14,6.57,7,7,17,76,3,343,217,83,28,9492,survey_value,5,4,10
120467,47,R,3,53,H,F,4,0,0,101,0,0,A,2,10,3,1,20,26,65,126,15,8.4,5,10,20,98,1,289,145,76,23,8862,survey_value,2,1,7
120469,,R,2,46,U,U,,0,0,77,0,0,A,1,22.5,2,1,18,16,38,60,3,20,10,20,18,67,,424,280,76,22,13560,survey_value,5,4,10
120479,77,R,2,48,H,M,7,0,0,41,0,0,A,2,13.67,3,1,18,13,32,46,4,11.5,10,15,18,43,,474,223,75,14,11588,survey_value,1,1,6
120490,,T,1,35,U,M,,1,0,77,0,1,S,3,15.17,6,3,15,23,58,257,19,13.53,13,15,15,67,7,689,324,80,55,12916,survey_value,2,2,7
120503,67,R,2,45,U,M,,3,0,137,0,1,A,2,7,4,2,15,29,77,184,34,5.41,7,6,15,129,3,377,175,67,22,10722,survey_value,2,1,7
120509,82,R,3,53,U,F,3,12,1,137,0,1,A,2,10,2,1,15,22,53,141,17,8.29,7,10,15,129,2,337,204,78,27,12342,survey_value,0,0,5
120519,64,R,1,42,H,M,4,0,0,113,0,0,A,1,25,1,1,30,28,68,105,6,17.5,15,25,18,113,7,504,350,83,8,17458,survey_value,4,3,9
120541,81,R,2,45,U,F,2,5,0,77,0,1,A,1,21,3,0,17,24,60,165,12,13.75,20,25,17,76,5,493,223,70,22,12315,survey_value,3,2,8
120551,,R,2,45,U,U,1,0,1,77,0,1,A,2,15,2,0,24,19,46,66,9,7.33,17,10,18,66,,430,210,80,26,11608,survey_value,2,1,7
120559,61,T,2,36,H,M,5,0,1,29,0,1,A,3,10.5,4,1,15,11,24,42,4,10.5,2,10,15,28,,379,179,54,34,8879,survey_value,1,1,6
120574,26,C,2,27,U,M,4,0,1,29,0,0,A,1,16,2,1,18,9,24,32,2,16,2,17,18,32,,391,243,62,10,10702,survey_value,3,3,8
120608,,C,3,31,U,U,,0,1,29,0,0,N,1,15,1,1,24,6,16,15,1,15,0,15,24,24,,375,182,28,14,8256,survey_value,2,2,7
120609,79,C,1,24,U,F,7,0,0,29,0,0,F,1,15,1,1,17,5,12,15,1,15,0,15,17,17,,1667,365,85,25,19248,survey_value,2,1,7
120630,43,C,1,24,H,M,5,0,0,41,0,1,A,4,8.5,8,5,18,17,40,85,11,7.73,5,10,18,45,,973,548,78,45,24655,survey_value,3,2,8
120634,81,T,1,34,U,M,6,0,0,89,0,1,A,1,14,3,2,19,26,65,109,13,8.38,13,16,19,89,7,632,300,82,36,12416,survey_value,5,4,10
120639,,C,3,31,U,U,,0,0,89,0,0,A,2,24.8,5,2,19,23,61,194,10,19.4,20,25,18,86,,0,0,0,0,0,survey_value,0,0,5
120655,69,T,3,41,U,M,,0,0,89,0,0,A,1,15,1,0,20,17,48,63,6,10.5,10,15,20,80,1,507,296,89,29,13852,survey_value,0,0,5
120657,72,T,2,36,H,F,3,0,0,89,0,0,A,1,15,1,1,21,20,48,47,4,11.75,5,15,21,81,2,340,180,67,27,9343,survey_value,4,4,9
120658,68,T,2,36,U,M,,0,0,89,0,0,E,1,15,1,0,15,21,60,132,11,12,14,15,15,89,3,340,180,67,27,9343,survey_value,4,4,9
120665,75,T,3,41,H,F,3,0,0,137,0,1,A,1,12,1,0,21,24,56,115,16,7.19,9,12,21,126,,608,304,87,23,11105,survey_value,2,1,7
120670,73,?,?,,U,M,6,19,0,113,0,1,A,1,15,2,0,18,27,71,140,19,7.37,13,16,18,105,,451,249,78,0,11393,survey_value,1,1,6
120674,39,?,?,,H,F,5,1,0,137,0,1,S,2,7.5,4,2,17,31,71,116,19,6.11,7,8,17,128,,451,249,78,0,11393,survey_value,3,3,8
120677,83,R,3,51,H,M,2,0,0,17,0,0,F,1,15,1,1,21,5,13,15,1,15,0,15,21,21,,211,154,74,25,7640,survey_value,2,2,7
120701,41,R,2,46,U,M,1,0,0,17,0,0,F,1,20,1,0,20,6,16,20,1,20,0,20,20,20,,400,193,73,15,13685,survey_value,0,0,5
120703,37,R,3,53,H,M,2,0,0,29,0,0,A,1,10,2,1,18,8,21,20,2,10,10,15,18,32,,366,171,80,18,10182,survey_value,2,2,7
120704,87,R,3,53,H,M,6,0,0,65,0,0,A,4,5.5,4,1,15,16,41,43,8,5.38,7,7,15,57,,366,171,80,18,10182,survey_value,5,4,10
120712,66,R,3,53,U,F,1,0,0,77,0,0,A,1,15,1,1,24,10,29,65,5,13,5,15,24,67,1,214,151,77,32,8210,survey_value,3,3,8
120718,81,R,3,53,U,M,4,1,0,113,0,1,S,3,21.67,3,1,17,29,72,280,19,14.74,20,25,17,113,,285,174,84,16,10942,survey_value,5,4,10
120720,,R,3,53,U,M,7,0,1,41,0,0,A,2,25,1,1,20,16,40,68,4,17,17,10,18,43,,214,151,77,32,8210,survey_value,4,3,9
120725,17,R,3,53,U,F,2,0,0,137,0,1,A,2,10.33,3,0,15,29,73,147,24,6.13,9,11,15,130,,283,144,78,6,13262,survey_value,0,0,5
120734,,R,3,53,U,F,,1,1,89,0,1,S,4,11,2,2,17,23,57,127,15,8.47,11,6,15,81,1,241,164,69,19,9397,survey_value,0,0,5
120756,68,C,3,30,H,F,4,0,0,41,0,0,A,1,12.67,3,1,18,16,36,54,5,10.8,10,15,18,45,1,362,160,72,49,7249,survey_value,2,2,7
120767,58,R,1,42,H,M,7,5,0,137,0,1,A,1,17.5,2,1,24,30,69,208,16,13,15,15,24,119,8,716,368,88,54,12128,survey_value,1,1,6
120772,,C,3,30,H,F,4,0,1,29,0,0,A,1,17,2,1,17,10,23,34,2,17,14,24,17,28,,371,163,38,31,7390,survey_value,3,2,8
120783,74,C,3,30,H,F,1,12,0,125,0,1,A,1,10,1,0,18,29,67,180,11,16.36,25,10,18,116,0,255,145,61,16,5688,survey_value,0,0,5
120786,35,C,3,30,H,M,3,0,0,137,0,0,A,4,10.6,5,3,17,24,65,116,13,8.92,10,15,15,88,2,0,0,0,19,0,survey_value,2,2,7
120790,61,C,1,24,U,F,7,0,0,17,0,0,F,1,25,1,1,20,7,17,25,1,25,0,25,20,20,,1258,752,74,53,26781,survey_value,4,4,9
120795,43,C,1,24,H,F,7,0,0,29,0,0,A,1,14,2,1,19,9,21,28,2,14,2,15,19,29,,1258,441,61,79,32070,survey_value,0,0,5
120800,65,C,2,27,H,M,4,0,1,29,0,1,A,3,10,3,2,17,11,24,36,4,9,4,10,17,30,,623,222,51,38,12743,survey_value,2,2,7
120805,62,C,2,28,H,F,5,0,1,41,0,0,A,3,7,5,3,16,15,36,45,7,6.43,6,5,16,44,,693,332,82,28,15009,survey_value,2,2,7
120821,44,T,2,39,U,M,2,0,1,65,0,0,A,1,15,1,0,26,19,52,77,8,9.63,10,15,26,64,2,946,572,94,40,21932,survey_value,0,0,5
120822,70,R,2,49,H,F,5,0,0,113,0,0,A,3,5.75,4,2,21,28,68,94,16,5.88,6,6,21,110,4,444,284,90,36,10922,survey_value,2,1,7
120849,78,U,4,10,U,M,3,0,0,29,0,0,N,2,20,2,2,21,9,22,40,2,20,10,25,21,24,,0,0,0,0,1972,survey_value,4,3,9
120867,75,U,4,10,H,F,1,1,0,101,0,1,S,2,10,2,0,19,24,63,155,10,15.5,10,10,19,89,0,458,82,19,45,4314,survey_value,2,2,7
120869,70,U,1,1,U,M,5,0,0,113,1,0,A,1,100,1,0,18,30,73,524,11,47.64,145,150,6,104,9,3500,758,30,29,88847,survey_value,4,3,9
120873,82,U,3,8,H,M,5,1,0,137,0,1,S,4,8.5,6,2,19,33,84,295,40,7.38,6,6,18,126,2,526,155,48,9,12526,survey_value,5,4,10
120881,49,U,1,2,H,M,7,0,0,29,0,0,A,2,12.33,3,2,22,11,27,37,3,12.33,5,15,22,33,,2029,624,89,27,30270,survey_value,4,3,9
120903,,U,1,1,U,F,2,0,0,29,0,0,A,3,12,4,2,21,12,27,54,5,10.8,15,12,21,32,,1116,241,22,49,18909,survey_value,5,4,10
120906,51,U,1,1,H,M,5,0,0,17,0,0,F,1,15,1,0,20,4,13,15,1,15,0,15,20,20,,1419,411,50,27,33288,survey_value,0,0,5
120910,55,U,3,9,H,M,4,0,1,65,0,0,A,2,37.5,4,2,22,20,48,218,8,27.25,40,40,22,55,2,563,150,35,30,9816,survey_value,4,3,9
120915,,S,2,20,U,F,,0,0,17,0,0,F,1,20,1,1,21,6,14,20,1,20,0,20,21,21,,652,236,48,30,12547,survey_value,0,0,5
120933,85,S,2,17,H,F,1,1,0,77,0,1,S,2,6.5,2,1,26,24,60,91,13,7,5,10,18,77,5,921,310,32,25,18433,survey_value,3,3,8
120938,66,U,2,7,U,M,,4,0,113,0,1,A,1,12,3,3,24,26,65,139,13,10.69,9,12,24,105,4,425,215,70,42,9292,survey_value,0,0,5
120948,,U,1,3,U,F,,0,0,41,0,0,E,1,12.5,2,2,15,9,28,30,3,10,10,15,15,40,,694,365,72,37,18702,survey_value,4,3,9
120966,27,U,4,10,H,F,4,0,0,29,0,0,A,1,15,2,1,21,9,23,30,2,15,10,20,21,32,,414,145,38,29,4624,survey_value,0,0,5
120970,86,U,4,10,H,F,1,0,0,89,0,0,A,1,15,1,1,16,20,52,65,5,13,10,15,16,84,3,390,215,55,29,7147,survey_value,1,1,6
120972,71,U,4,10,H,F,1,1,1,137,0,1,S,3,6.2,5,4,17,24,60,227.01,26,8.73,14.99,6,17,128,2,280,164,28,29,4967,survey_value,4,3,9
120975,58,C,3,31,H,F,4,0,0,17,0,0,N,3,10,2,0,15,6,17,25,3,8.33,5,10,15,20,,553,160,22,48,7041,survey_value,0,0,5
120977,,S,2,16,H,M,3,0,0,41,0,0,A,2,22,4,1,15,13,29,88,4,22,4,22,15,35,,685,385,38,35,16482,survey_value,0,0,5
120989,81,C,2,25,U,M,7,0,0,41,0,0,A,1,25,1,1,24,15,35,70,3,23.33,5,25,24,40,,1107,224,11,55,16335,survey_value,3,2,8
120991,39,S,3,21,H,F,2,0,0,17,0,0,F,1,15,1,1,17,5,13,15,1,15,0,15,17,17,,763,309,87,34,10628,survey_value,1,1,6
120995,41,S,2,17,H,F,3,0,0,41,0,0,A,1,26.67,3,1,26,12,30,80,3,26.67,5,30,26,35,,723,349,42,58,17517,survey_value,3,3,8
120998,58,S,2,18,U,F,3,0,0,41,0,0,A,2,15,1,0,26,13,35,45,3,15,0,15,23,44,8,531,399,92,48,13187,survey_value,1,1,6
121003,,C,3,30,U,U,,0,0,53,0,0,A,1,15,2,1,21,13,32,35,3,11.67,10,15,21,43,,270,167,53,48,5955,survey_value,2,1,7
121019,55,C,3,32,H,F,6,0,0,29,0,0,A,1,27.5,2,2,17,12,29,55,2,27.5,15,35,17,32,,400,178,66,23,6655,survey_value,2,2,7
121026,,U,4,10,H,M,1,0,0,29,0,1,A,2,7.5,4,2,21,10,26,30,4,7.5,10,15,21,32,,339,280,61,29,9488,survey_value,2,2,7
121054,39,S,2,20,H,F,5,4,0,89,0,1,A,1,12.25,4,3,16,21,53,134,14,9.57,9,14,16,80,7,706,284,72,18,15761,survey_value,3,2,8
121061,79,S,2,16,H,M,6,0,0,137,0,1,A,1,14,1,0,17,24,61,122,13,9.38,9,14,17,128,5,609,226,71,24,12922,survey_value,4,3,9
121070,56,U,1,1,H,M,7,0,0,65,0,0,A,1,17,1,1,21,13,39,37,3,12.33,12,17,21,57,6,900,273,29,28,19298,survey_value,3,3,8
121071,47,U,1,1,H,F,4,1,1,89,0,1,S,2,23,2,2,18,27,65,272,20,13.6,27,30,18,92,6,900,273,29,28,19298,survey_value,4,3,9
121073,,U,2,7,H,U,6,0,0,89,0,0,L,1,16,3,1,15,23,57,99,7,14.14,7,16,15,89,2,819,235,20,12,14035,survey_value,5,4,10
121080,77,C,3,30,H,F,1,0,0,89,0,1,A,3,9,2,1,21,17,47,101,12,8.42,8,5,17,81,0,335,155,54,0,4625,survey_value,4,4,9
121095,68,C,3,32,H,F,1,4,0,101,0,1,A,1,20,2,1,28,28,70,214,17,12.59,15,20,19,99,0,322,56,33,0,3575,survey_value,4,4,9
121105,,U,4,10,U,F,,0,0,29,0,0,N,2,20,1,0,15,7,17,30,2,15,10,20,15,23,,814,438,84,17,15483,survey_value,2,2,7
121111,71,U,4,10,H,F,1,1,0,137,0,1,S,3,4.67,6,3,19,32,75,123,27,4.56,4,4,19,125,3,396,163,42,17,7716,survey_value,2,1,7
121115,21,U,4,10,H,F,1,0,0,41,0,0,A,3,8.75,4,2,21,14,33,46,6,7.67,7,8,21,41,,389,158,48,44,6105,survey_value,3,2,8
121118,78,U,4,10,H,F,2,10,0,89,0,1,A,1,23,2,2,17,25,60,154,9,17.11,15,25,17,81,1,395,167,40,35,6135,survey_value,0,0,5
121136,,U,1,3,U,F,,0,0,41,0,0,A,4,4.2,5,3,18,14,32,35,9,3.89,2,5,18,41,,2799,638,70,19,47964,survey_value,2,1,7
121139,39,S,1,13,U,F,6,0,0,89,0,1,A,1,25,1,1,25,19,40,82,6,13.67,20,25,25,85,9,4024,1358,96,22,70171,survey_value,2,2,7
