CONTROL_NUMBER,survey_question,survey_value
00181034,familiarity with programs,3
00181045,familiarity with programs,2
00181048,familiarity with programs,1
00181061,familiarity with programs,2
00181070,familiarity with programs,4
00181072,familiarity with programs,3
00181075,familiarity with programs,1
00181080,familiarity with programs,3
00181083,familiarity with programs,1
00181085,familiarity with programs,2
00181092,familiarity with programs,2
00181103,familiarity with programs,0
00181117,familiarity with programs,4
00181124,familiarity with programs,0
00181140,familiarity with programs,1
00181152,familiarity with programs,3
00181167,familiarity with programs,4
00181195,familiarity with programs,1
00181198,familiarity with programs,4
00181203,familiarity with programs,1
00181204,familiarity with programs,1
00181209,familiarity with programs,2
00181224,familiarity with programs,2
00181228,familiarity with programs,2
00181231,familiarity with programs,2
00181236,familiarity with programs,0
00181242,familiarity with programs,3
00181287,familiarity with programs,3
00181296,familiarity with programs,4
00181298,familiarity with programs,0
00181302,familiarity with programs,4
00181312,familiarity with programs,1
00181334,familiarity with programs,4
00181337,familiarity with programs,2
00181356,familiarity with programs,3
00181365,familiarity with programs,2
00181368,familiarity with programs,3
00181382,familiarity with programs,1
00181384,familiarity with programs,3
00181393,familiarity with programs,1
00181408,familiarity with programs,2
00181409,familiarity with programs,1
00181412,familiarity with programs,2
00181429,familiarity with programs,2
00181432,familiarity with programs,3
00181438,familiarity with programs,0
00181446,familiarity with programs,3
00181460,familiarity with programs,3
00181462,familiarity with programs,1
00181465,familiarity with programs,1
00181476,familiarity with programs,2
00181483,familiarity with programs,2
00181488,familiarity with programs,3
00181505,familiarity with programs,1
00181515,familiarity with programs,3
00181526,familiarity with programs,1
00181536,familiarity with programs,3
00181547,familiarity with programs,1
00181550,familiarity with programs,4
00181569,familiarity with programs,2
00181572,familiarity with programs,3
00181573,familiarity with programs,0
00181581,familiarity with programs,1
00181593,familiarity with programs,3
00181598,familiarity with programs,3
00181605,familiarity with programs,2
00181611,familiarity with programs,4
00181614,familiarity with programs,3
00181619,familiarity with programs,1
00181621,familiarity with programs,3
00181641,familiarity with programs,3
00181644,familiarity with programs,4
00181655,familiarity with programs,4
00181671,familiarity with programs,0
00181676,familiarity with programs,4
00181677,familiarity with programs,2
00181694,familiarity with programs,2
00181697,familiarity with programs,2
00181698,familiarity with programs,3
00181705,familiarity with programs,2
00181709,familiarity with programs,4
00181722,familiarity with programs,2
00181723,familiarity with programs,4
00181735,familiarity with programs,0
00181746,familiarity with programs,0
00181755,familiarity with programs,0
00181761,familiarity with programs,3
00181770,familiarity with programs,4
00181796,familiarity with programs,4
00181799,familiarity with programs,4
00181800,familiarity with programs,4
00181808,familiarity with programs,3
00181820,familiarity with programs,0
00181821,familiarity with programs,2
00181831,familiarity with programs,3
00181841,familiarity with programs,4
00181860,familiarity with programs,1
00181869,familiarity with programs,0
00181874,familiarity with programs,0
00181880,familiarity with programs,2
00181884,familiarity with programs,0
00181885,familiarity with programs,2
00181891,familiarity with programs,2
00181916,familiarity with programs,1
00181922,familiarity with programs,1
00181924,familiarity with programs,1
00181931,familiarity with programs,4
00181937,familiarity with programs,0
00181941,familiarity with programs,0
00181943,familiarity with programs,4
00181958,familiarity with programs,3
00181963,familiarity with programs,0
00181971,familiarity with programs,2
00181972,familiarity with programs,1
00181998,familiarity with programs,3
00182000,familiarity with programs,1
00182003,familiarity with programs,1
00182029,familiarity with programs,4
00182034,familiarity with programs,4
00182035,familiarity with programs,4
00182052,familiarity with programs,4
00182056,familiarity with programs,4
00182076,familiarity with programs,0
00182093,familiarity with programs,1
00182105,familiarity with programs,3
00182112,familiarity with programs,1
00182114,familiarity with programs,2
00182115,familiarity with programs,2
00182130,familiarity with programs,0
00182138,familiarity with programs,4
00182144,familiarity with programs,2
00182156,familiarity with programs,4
00182160,familiarity with programs,2
00182180,familiarity with programs,1
00182181,familiarity with programs,0
00182208,familiarity with programs,1
00182230,familiarity with programs,3
00182243,familiarity with programs,2
00182279,familiarity with programs,0
00182284,familiarity with programs,1
00182286,familiarity with programs,1
00182293,familiarity with programs,4
00182297,familiarity with programs,4
00182314,familiarity with programs,3
00182319,familiarity with programs,2
00182324,familiarity with programs,2
00182325,familiarity with programs,2
00182331,familiarity with programs,3
00182332,familiarity with programs,4
00182342,familiarity with programs,0
00182356,familiarity with programs,3
00182361,familiarity with programs,2
00182385,familiarity with programs,2
00182386,familiarity with programs,2
00182395,familiarity with programs,3
00182397,familiarity with programs,2
00182398,familiarity with programs,1
00182413,familiarity with programs,0
00182415,familiarity with programs,0
00182439,familiarity with programs,4
00182440,familiarity with programs,2
00182441,familiarity with programs,3
00182459,familiarity with programs,4
00182466,familiarity with programs,3
00182469,familiarity with programs,4
00182479,familiarity with programs,1
00182480,familiarity with programs,3
00182490,familiarity with programs,0
00182492,familiarity with programs,2
00182495,familiarity with programs,2
00182505,familiarity with programs,3
00182519,familiarity with programs,4
00182526,familiarity with programs,0
00182573,familiarity with programs,4
00182577,familiarity with programs,0
00182586,familiarity with programs,2
00182590,familiarity with programs,1
00182604,familiarity with programs,4
00182607,familiarity with programs,3
00182608,familiarity with programs,4
00182610,familiarity with programs,3
00182615,familiarity with programs,3
00182617,familiarity with programs,0
00182628,familiarity with programs,3
00182636,familiarity with programs,4
00182639,familiarity with programs,1
00182642,familiarity with programs,2
